Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,13.850000,13.850000,13.750000,13.750000,12.925808,5681530
2020-01-03,13.800000,13.850000,13.750000,13.800000,12.972811,3233513
2020-01-06,13.700000,13.750000,13.650000,13.700000,12.878805,5666281
2020-01-07,13.700000,13.750000,13.650000,13.650000,12.831802,3841615
2020-01-08,13.650000,13.700000,13.600000,13.600000,12.784800,7719022
2020-01-09,13.600000,13.850000,13.600000,13.800000,12.972811,11849084
2020-01-10,13.800000,13.900000,13.800000,13.850000,13.019815,8539617
2020-01-13,13.700000,13.750000,13.600000,13.700000,12.878805,18139408
2020-01-14,13.700000,13.750000,13.500000,13.600000,12.784800,22680977
2020-01-15,13.600000,13.600000,13.450000,13.500000,12.690794,19590376
2020-01-16,13.550000,13.600000,13.500000,13.600000,12.784800,6704615
2020-01-17,13.600000,13.600000,13.550000,13.600000,12.784800,4729405
2020-01-20,13.600000,13.650000,13.550000,13.600000,12.784800,5809133
2020-01-30,12.300000,12.650000,12.250000,12.250000,11.515720,47174749
2020-01-31,12.250000,12.450000,12.100000,12.200000,11.468718,19707087
2020-02-03,11.650000,11.950000,11.350000,11.850000,11.139697,27324759
2020-02-04,13.900000,13.900000,12.100000,12.100000,11.374711,19806559
2020-02-05,12.100000,12.250000,12.050000,12.200000,11.468718,12533115
2020-02-06,12.250000,12.550000,12.250000,12.500000,11.750735,20117043
2020-02-07,12.450000,12.450000,12.250000,12.250000,11.515720,10252471
2020-02-10,12.000000,12.200000,11.900000,12.150000,11.421714,12537475
2020-02-11,12.150000,12.300000,12.150000,12.250000,11.515720,7095026
2020-02-12,12.250000,12.400000,12.250000,12.400000,11.656729,14187131
2020-02-13,12.450000,12.850000,12.450000,12.700000,11.938745,19464716
2020-02-14,12.600000,12.600000,12.400000,12.500000,11.750735,14092945
2020-02-17,12.350000,12.350000,12.200000,12.300000,11.562723,10306574
2020-02-18,12.250000,12.400000,12.200000,12.400000,11.656729,7070758
2020-02-19,12.400000,12.700000,12.400000,12.650000,11.891743,10308462
2020-02-20,12.700000,12.700000,12.450000,12.550000,11.797738,7664442
2020-02-21,12.550000,12.550000,12.350000,12.350000,11.609727,8179835
2020-02-24,12.200000,12.250000,12.050000,12.100000,11.374711,16649830
2020-02-25,12.000000,12.150000,11.950000,12.100000,11.374711,7657309
2020-02-26,12.000000,12.200000,12.000000,12.100000,11.374711,11296619
2020-02-27,12.000000,12.050000,11.800000,12.050000,11.327708,25362217
2020-03-02,11.800000,11.800000,11.600000,11.600000,10.904682,24753662
2020-03-03,11.700000,11.750000,11.500000,11.600000,10.904682,15467225
2020-03-04,11.600000,11.850000,11.550000,11.850000,11.139697,17650456
2020-03-05,11.950000,12.150000,11.950000,12.050000,11.327708,14073886
2020-03-06,11.950000,12.000000,11.700000,11.750000,11.045691,18738592
2020-03-09,11.600000,11.700000,11.500000,11.500000,10.810677,20273609
2020-03-10,11.450000,11.800000,11.400000,11.700000,10.998688,20100252
2020-03-11,11.700000,12.150000,11.700000,11.700000,10.998688,17598773
2020-03-12,11.650000,11.650000,11.200000,11.300000,10.622664,27836987
2020-03-13,10.300000,10.850000,10.250000,10.750000,10.105632,34911525
2020-03-16,10.750000,10.800000,10.050000,10.050000,9.447590,26441153
2020-03-17,9.660000,9.770000,9.450000,9.450000,8.883555,38491920
2020-03-18,9.400000,9.400000,8.510000,8.550000,8.037502,53769826
2020-03-19,8.000000,8.140000,7.700000,7.700000,7.238452,46928332
2020-03-20,7.850000,8.300000,7.850000,7.910000,7.435865,47461276
2020-03-23,7.770000,8.190000,7.560000,8.100000,7.614476,26957164
2020-03-24,8.100000,8.910000,8.100000,8.630000,8.112708,40489122
2020-03-25,9.190000,9.450000,8.800000,9.260000,8.704945,54738004
2020-03-26,9.340000,9.370000,8.880000,9.110000,8.563935,25922987
2020-03-27,9.290000,9.500000,9.100000,9.100000,8.554535,30487579
2020-03-30,8.890000,9.190000,8.600000,9.000000,8.460529,24353082
2020-03-31,9.070000,9.170000,8.890000,8.890000,8.357123,20213543
2020-04-01,8.910000,9.050000,8.800000,9.040000,8.498132,11980605
2020-04-06,9.030000,9.060000,8.800000,9.020000,8.479331,20543643
2020-04-07,9.160000,9.270000,9.010000,9.070000,8.526333,18420001
2020-04-08,9.070000,9.570000,9.060000,9.520000,8.949361,32877778
2020-04-09,9.640000,10.450000,9.630000,10.350000,9.729609,65867981
2020-04-10,10.200000,10.350000,9.900000,10.250000,9.635602,25953144
2020-04-13,10.100000,10.250000,10.050000,10.150000,9.541596,14189305
2020-04-14,10.150000,10.350000,10.100000,10.250000,9.635602,18719058
2020-04-15,10.400000,10.650000,10.350000,10.650000,10.011626,33077399
2020-04-16,10.450000,10.500000,10.300000,10.400000,9.776611,22048944
2020-04-17,10.600000,10.600000,10.300000,10.300000,9.682606,29590049
2020-04-20,10.200000,10.300000,10.000000,10.200000,9.588599,21509907
2020-04-21,10.150000,10.300000,10.000000,10.000000,9.400587,22662337
2020-04-22,9.800000,10.100000,9.640000,10.000000,9.400587,18256490
2020-04-23,10.000000,10.150000,9.980000,10.000000,9.400587,12016412
2020-04-24,9.980000,9.990000,9.860000,9.900000,9.306582,13157569
2020-04-27,10.050000,10.200000,10.000000,10.150000,9.541596,19184574
2020-04-28,10.300000,10.650000,10.250000,10.550000,9.917620,47935128
2020-04-29,10.800000,11.500000,10.750000,11.300000,10.622664,87974102
2020-04-30,11.550000,11.850000,11.300000,11.500000,10.810677,58483071
2020-05-04,10.950000,11.200000,10.600000,11.150000,10.481655,34116144
2020-05-05,11.100000,11.150000,11.000000,11.050000,10.387650,21008278
2020-05-06,11.000000,11.050000,10.800000,10.800000,10.152635,21835381
2020-05-07,10.800000,11.000000,10.750000,10.900000,10.246641,11204458
2020-05-08,11.050000,11.100000,10.900000,10.950000,10.293644,18314987
2020-05-11,11.100000,11.450000,11.050000,11.300000,10.622664,25389691
2020-05-12,11.300000,11.300000,11.050000,11.100000,10.434652,18286897
2020-05-13,11.000000,11.200000,10.950000,11.200000,10.528659,10790426
2020-05-14,11.050000,11.100000,11.000000,11.000000,10.340647,16034731
2020-05-15,11.100000,11.100000,10.800000,10.800000,10.152635,16214919
2020-05-18,10.800000,11.000000,10.700000,10.850000,10.199638,12776290
2020-05-19,11.250000,11.300000,11.000000,11.100000,10.434652,27750388
2020-05-20,11.250000,11.350000,11.050000,11.050000,10.387650,31420124
2020-05-21,11.100000,11.300000,11.100000,11.250000,10.575662,16991929
2020-05-22,11.200000,11.200000,11.000000,11.000000,10.340647,16305699
2020-05-25,11.050000,11.150000,10.900000,11.150000,10.481655,11190353
2020-05-26,11.200000,11.250000,11.100000,11.200000,10.528659,16555934
2020-05-27,11.300000,11.450000,11.200000,11.400000,10.716671,37591896
2020-05-28,11.550000,11.600000,11.150000,11.250000,10.575662,22799048
2020-05-29,11.100000,11.200000,11.000000,11.000000,10.340647,38249077
2020-06-01,11.100000,11.200000,11.050000,11.100000,10.434652,17483995
2020-06-02,11.150000,11.200000,11.050000,11.150000,10.481655,16395009
2020-06-03,11.200000,11.350000,11.150000,11.250000,10.575662,22047704
2020-06-04,11.400000,11.600000,11.350000,11.400000,10.716671,28378976
2020-06-05,11.550000,12.400000,11.550000,12.100000,11.374711,80615502
2020-06-08,12.350000,12.400000,12.100000,12.300000,11.562723,42606515
2020-06-09,12.350000,12.350000,12.050000,12.200000,11.468718,21850010
2020-06-10,12.200000,12.250000,12.050000,12.200000,11.468718,21163773
2020-06-11,12.150000,12.150000,11.800000,11.800000,11.092694,38325700
2020-06-12,11.300000,11.500000,11.150000,11.500000,10.810677,26553285
2020-06-15,11.400000,11.550000,11.250000,11.250000,10.575662,23080418
2020-06-16,11.350000,11.550000,11.350000,11.550000,10.857678,20489910
2020-06-17,11.650000,11.650000,11.350000,11.500000,10.810677,20452002
2020-06-18,11.500000,11.500000,11.350000,11.350000,10.669667,12090549
2020-06-19,11.350000,11.400000,11.250000,11.300000,10.622664,11965095
2020-06-22,11.300000,11.400000,11.200000,11.250000,10.575662,11462164
2020-06-23,11.350000,11.350000,11.200000,11.250000,10.575662,10217188
2020-06-24,11.300000,11.400000,11.250000,11.400000,10.716671,11552301
2020-06-29,11.250000,11.300000,11.100000,11.150000,10.481655,14305102
2020-06-30,11.300000,11.350000,11.200000,11.200000,10.528659,8473903
2020-07-01,11.250000,11.300000,11.200000,11.300000,10.622664,8038135
2020-07-02,11.300000,11.350000,11.200000,11.250000,10.575662,6734754
2020-07-03,11.300000,11.400000,11.200000,11.250000,10.575662,10161979
2020-07-06,11.300000,11.400000,11.250000,11.300000,10.622664,11998980
2020-07-07,11.350000,11.700000,11.250000,11.700000,10.998688,31396052
2020-07-08,11.700000,11.850000,11.450000,11.550000,10.857678,26450699
2020-07-09,11.550000,11.550000,11.250000,11.250000,10.575662,16881626
2020-07-10,11.250000,11.400000,11.150000,11.200000,10.528659,13124779
2020-07-13,11.250000,11.300000,11.100000,11.200000,10.528659,11247392
2020-07-14,11.150000,11.200000,11.100000,11.100000,10.434652,11307060
2020-07-15,11.250000,11.250000,11.050000,11.100000,10.434652,11622325
2020-07-16,11.200000,11.350000,11.100000,11.250000,10.575662,16851447
2020-07-17,11.350000,11.400000,11.150000,11.200000,10.528659,9182844
2020-07-20,11.200000,11.250000,11.100000,11.250000,10.575662,6932020
2020-07-21,11.250000,11.300000,11.150000,11.200000,10.528659,7696602
2020-07-22,11.200000,11.250000,11.150000,11.150000,10.481655,7015709
2020-07-23,11.150000,11.200000,11.050000,11.100000,10.434652,10300441
2020-07-24,11.100000,11.100000,11.000000,11.000000,10.340647,7087931
2020-07-27,11.000000,11.000000,10.700000,10.700000,10.058629,20078135
2020-07-28,10.600000,10.600000,10.300000,10.300000,9.682606,21112842
2020-07-29,10.300000,10.800000,10.200000,10.600000,9.964623,13676767
2020-07-30,10.650000,10.700000,10.550000,10.650000,10.011626,5609030
2020-07-31,10.650000,10.950000,10.650000,10.850000,10.199638,10133899
